seq_id,accession,country,year,cluster,PC1,PC2
MH579743.1_Spain_2014,MH579743.1,Spain,2014,Cluster 3,1.1662626470096034,0.1243404470456488
MH579742.1_Spain_2013,MH579742.1,Spain,2013,Cluster 3,0.10217862807868859,0.3418474073380245
MH579741.1_Spain_2012,MH579741.1,Spain,2012,Cluster 3,1.4349167704639862,0.2460703024132641
MH579740.1_Spain_2011,MH579740.1,Spain,2011,Cluster 3,1.37873760408477,0.30746745626185257
MH579739.1_Spain_2010,MH579739.1,Spain,2010,Cluster 3,1.4491753941686496,0.09222424747265202
MH579738.1_Spain_2007,MH579738.1,Spain,2007,Cluster 3,1.2972674403192788,0.3275706974408902
MH579737.1_Spain_2006,MH579737.1,Spain,2006,Cluster 3,1.480582554555438,-0.014943520286078728
MH579736.1_Spain_2005,MH579736.1,Spain,2005,Cluster 3,1.2833872048065171,0.2611374725876932
MF079254.1_Brazil_2016,MF079254.1,Brazil,2016,Cluster 2,-2.013149019310017,0.2769904546910571
MF079253.1_Brazil_2016,MF079253.1,Brazil,2016,Cluster 1,1.3896552902569697,-0.3104215472935482
MG679917.1_Russia_2017,MG679917.1,Russia,2017,Cluster 6,1.382598016097373,0.1622019776156572
MG679916.1_Russia_2017,MG679916.1,Russia,2017,Cluster 6,1.391424217149156,0.3719050840216955
MF448446.1_SouthKorea_2017,MF448446.1,South Korea,2017,Cluster 2,-1.4291833135168783,0.060266966718283625
MF448445.1_SouthKorea_2017,MF448445.1,South Korea,2017,Cluster 3,1.3615803373123592,0.09909995149583033
MF063070.1_SouthKorea_2017,MF063070.1,South Korea,2017,Cluster 6,1.4436674204552535,0.2994817884798587
MF611878.1_SouthKorea_2017,MF611878.1,South Korea,2017,Cluster 6,1.262842542898021,0.15375250057492248
MG765473.1_Sweden_2004,MG765473.1,Sweden,2004,Cluster 6,1.248161619094204,0.19577679094942177
MF805724.1_Denmark_2017,MF805724.1,Denmark,2017,Cluster 3,1.3535588774815908,0.21466743130344498
MF805721.1_Italy_2016,MF805721.1,Italy,2016,Cluster 2,-1.8685346065719102,0.45153516610183136
MG310152.1_Thailand_2017,MG310152.1,Thailand,2017,Cluster 1,1.4445678625826237,-0.11252170845925244
MG014376.1_Germany_2015,MG014376.1,Germany,2015,Cluster 3,0.8629634168850597,0.06960288348517918
MG014375.1_Germany_2015,MG014375.1,Germany,2015,Cluster 2,-1.9538098060052156,0.27735402575083695
MG014374.1_Germany_2015,MG014374.1,Germany,2015,Cluster 3,1.2314512140029383,0.0971678329470931
MG014373.1_Germany_2015,MG014373.1,Germany,2015,Cluster 6,1.0933671052253846,0.04849572511634179
MG014372.1_Germany_2015,MG014372.1,Germany,2015,Cluster 6,1.178287199355815,-0.2863439275407731
MG014371.1_Germany_2015,MG014371.1,Germany,2015,Cluster 3,1.1506231922859187,0.17570415173159773
MG014370.1_Germany_2015,MG014370.1,Germany,2015,Cluster 1,1.5524798200259744,0.08214262940584405
MG014369.1_Germany_2015,MG014369.1,Germany,2015,Cluster 6,0.7350063256446805,0.15358608434562415
MG014368.1_Germany_2015,MG014368.1,Germany,2015,Cluster 5,1.540248447562067,-3.3796933290172713
MG014367.1_Germany_2015,MG014367.1,Germany,2015,Cluster 3,0.8847891423834273,-0.45107996116955995
MG014366.1_Germany_2015,MG014366.1,Germany,2015,Cluster 3,0.9716477096270173,0.11869020435011476
MG014365.1_Germany_2015,MG014365.1,Germany,2015,Cluster 2,-1.977041559517635,0.1652649474159313
MG014364.1_Germany_2015,MG014364.1,Germany,2015,Cluster 2,-1.5001395580778838,0.07222555239763807
MG014363.1_Germany_2015,MG014363.1,Germany,2015,Cluster 3,1.2205932686146386,0.09198903417396408
MG014362.1_Germany_2015,MG014362.1,Germany,2015,Cluster 6,0.9892938821876008,0.04404310837174231
MF162298.1_Italy_2017,MF162298.1,Italy,2017,Cluster 2,-1.8038980512603056,0.40774429741216117
MF611877.1_SouthKorea_2016,MF611877.1,South Korea,2016,Cluster 1,1.375630956498882,-0.258314040421703
MF611876.1_SouthKorea_2016,MF611876.1,South Korea,2016,Cluster 1,1.2590435746587079,-0.1847395253900195
KY996345.1_SouthKorea_2016,KY996345.1,South Korea,2016,Cluster 6,0.2050295593268151,0.41783095530806696
KY996344.1_SouthKorea_2016,KY996344.1,South Korea,2016,Cluster 6,0.8656520654609715,0.2280095345833257
KY996343.1_SouthKorea_2016,KY996343.1,South Korea,2016,Cluster 2,-2.055825346105736,0.23427114793165524
KY996342.1_SouthKorea_2016,KY996342.1,South Korea,2016,Cluster 2,-2.040240484375152,0.29451606326934693
KY996341.1_SouthKorea_2016,KY996341.1,South Korea,2016,Cluster 2,-2.0571687214736802,0.2523970829586916
KY996340.1_SouthKorea_2016,KY996340.1,South Korea,2016,Cluster 1,1.3800175012534635,-0.08957571258006942
KY996339.1_SouthKorea_2016,KY996339.1,South Korea,2016,Cluster 2,-2.0553425846768665,0.07421947106774726
KY996338.1_SouthKorea_2016,KY996338.1,South Korea,2016,Cluster 1,1.370838472219526,-0.06497747032807229
KY996337.1_SouthKorea_2016,KY996337.1,South Korea,2016,Cluster 6,0.12847431270700993,0.16268499579331908
PX874131.1_Russia_2025,PX874131.1,Russia,2025,Cluster 3,1.1481893480676875,0.1069942737207151
PX874130.1_Russia_2025,PX874130.1,Russia,2025,Cluster 3,1.1674796610542513,0.12261363193968804
PX874129.1_Russia_2025,PX874129.1,Russia,2025,Cluster 3,1.059502277365708,-0.12824894790886626
PX874128.1_Russia_2025,PX874128.1,Russia,2025,Cluster 3,1.1632922890682769,0.03762589655681905
PX874127.1_Russia_2025,PX874127.1,Russia,2025,Cluster 3,1.1831463078114781,0.183876491235585
PX874126.1_Russia_2025,PX874126.1,Russia,2025,Cluster 6,1.1429942586253696,0.3041107801359679
PX874125.1_Russia_2025,PX874125.1,Russia,2025,Cluster 3,1.176514030276267,0.1831857091761536
PX874124.1_Russia_2025,PX874124.1,Russia,2025,Cluster 3,1.210216473490497,0.1347076419850193
PX874123.1_Russia_2025,PX874123.1,Russia,2025,Cluster 6,1.1699057961579769,0.03621331452171643
PX874121.1_Russia_2024,PX874121.1,Russia,2024,Cluster 6,1.4392650394669735,0.29314629358965105
PX874122.1_Russia_2024,PX874122.1,Russia,2024,Cluster 3,0.91353987386348,0.1362978410810707
PX874120.1_Russia_2024,PX874120.1,Russia,2024,Cluster 3,1.3886104282502594,0.3270521700531713
PX874119.1_Russia_2023,PX874119.1,Russia,2023,Cluster 6,1.5095690371681934,0.12905630050761127
PX874118.1_Russia_2023,PX874118.1,Russia,2023,Cluster 3,1.1490817706708139,-0.04663239598447888
PX874117.1_Russia_2023,PX874117.1,Russia,2023,Cluster 3,1.1655563575687846,-0.056320078908231215
PX874116.1_Russia_2023,PX874116.1,Russia,2023,Cluster 3,0.9268862872778335,0.07344503492811287
PX874115.1_Russia_2023,PX874115.1,Russia,2023,Cluster 5,1.7134114622697467,-3.4277484683199377
PX874114.1_Russia_2023,PX874114.1,Russia,2023,Cluster 5,1.845612588810436,-3.38673264167545
PX874113.1_Russia_2023,PX874113.1,Russia,2023,Cluster 3,1.0381870911646542,-0.1589670663538199
PX874112.1_Russia_2023,PX874112.1,Russia,2023,Cluster 3,1.2169468420276888,-0.07537839818215424
PX874111.1_Russia_2023,PX874111.1,Russia,2023,Cluster 3,1.160185387245474,0.17994459460012172
PX874110.1_Russia_2023,PX874110.1,Russia,2023,Cluster 3,0.9660620940841231,-0.27022365231676826
PX874109.1_Russia_2023,PX874109.1,Russia,2023,Cluster 3,0.9976279873746384,0.1558196651014808
PX874108.1_Russia_2023,PX874108.1,Russia,2023,Cluster 3,0.9931204521923901,-0.017954190789627567
PX874107.1_Russia_2023,PX874107.1,Russia,2023,Cluster 3,0.9340300595251527,-0.08191787193252142
PV753268.1_Portugal_2023,PV753268.1,Portugal,2023,Cluster 3,1.148954120317511,0.195995210857648
OR479851.2_Portugal_2023,OR479851.2,Portugal,2023,Cluster 2,-1.990759513174492,0.282785103261735
PQ468884.1_Italy_2023,PQ468884.1,Italy,2023,Cluster 3,1.0228012036017973,0.15446625213366885
PQ468883.1_Italy_2023,PQ468883.1,Italy,2023,Cluster 3,1.0228012036017973,0.15446625213366885
PQ468881.1_Italy_2022,PQ468881.1,Italy,2022,Cluster 3,1.186806365037406,0.19076178836234478
PQ468880.1_Italy_2022,PQ468880.1,Italy,2022,Cluster 3,1.1551852818174797,0.05574243083543239
PQ468879.1_Italy_2020,PQ468879.1,Italy,2020,Cluster 2,-2.0137968502342094,0.17703130475032772
PQ468878.1_Italy_2023,PQ468878.1,Italy,2023,Cluster 3,1.171030898011738,0.14085673617134836
PQ468877.1_Italy_2023,PQ468877.1,Italy,2023,Cluster 3,1.1823946122523707,0.07066014340878342
PQ468876.1_Italy_2023,PQ468876.1,Italy,2023,Cluster 3,1.1511457461612762,-0.04350792062785214
PQ468875.1_Italy_2023,PQ468875.1,Italy,2023,Cluster 3,1.1580964502529665,0.06514724868999185
PQ468874.1_Italy_2023,PQ468874.1,Italy,2023,Cluster 2,-1.4897997264228084,0.0051521421784930955
PP998060.1_Vietnam_2023,PP998060.1,Vietnam,2023,Cluster 2,-1.9598021362795062,-0.39334606439784847
PP998059.1_Vietnam_2021,PP998059.1,Vietnam,2021,Cluster 6,1.0721501392398625,0.40300914019824036
PP998058.1_Vietnam_2021,PP998058.1,Vietnam,2021,Cluster 2,-1.7403695160946617,-0.20184712054997742
PP998057.1_Vietnam_2024,PP998057.1,Vietnam,2024,Cluster 2,-1.9971058182050294,0.25822878486075734
PP998056.1_Vietnam_2021,PP998056.1,Vietnam,2021,Cluster 6,1.5773268958440858,0.40304295008128926
OR960673.1_Russia_2022,OR960673.1,Russia,2022,Cluster 3,1.1896278085037086,0.11927416653046828
OR960672.1_Russia_2022,OR960672.1,Russia,2022,Cluster 6,1.6255336402978182,0.4832612998988502
OR960671.1_Russia_2021,OR960671.1,Russia,2021,Cluster 6,1.6170012563985081,0.36711276180359426
OR960670.1_Russia_2021,OR960670.1,Russia,2021,Cluster 3,1.1901810501466994,0.1253921988113558
OQ557976.1_Taiwan_2021,OQ557976.1,Taiwan,2021,Cluster 6,-0.0787247168807825,0.3556042082472339
OQ557975.1_Taiwan_2021,OQ557975.1,Taiwan,2021,Cluster 6,-0.22306268333530588,0.44126840207052365
OQ557974.1_Taiwan_2021,OQ557974.1,Taiwan,2021,Cluster 6,-0.06733867436002135,0.43186060460551934
OQ557973.1_Taiwan_2021,OQ557973.1,Taiwan,2021,Cluster 6,-0.05531963576131401,0.4263643268963655
OQ557972.1_Taiwan_2021,OQ557972.1,Taiwan,2021,Cluster 6,0.029419440934658498,0.3976117575641946
OQ557971.1_Taiwan_2021,OQ557971.1,Taiwan,2021,Cluster 6,-0.2745770134843296,0.17170949721804685
OQ557970.1_Taiwan_2021,OQ557970.1,Taiwan,2021,Cluster 6,-0.27639866370823535,0.18809172864271662
OQ557969.1_Taiwan_2020,OQ557969.1,Taiwan,2020,Cluster 6,-0.005776382424983878,0.25921190956264606
OQ557968.1_Taiwan_2021,OQ557968.1,Taiwan,2021,Cluster 6,0.20131422542778346,0.3877778675733893
OQ557967.1_Taiwan_2021,OQ557967.1,Taiwan,2021,Cluster 6,-0.1820138526782907,0.24075276692945283
OQ557966.1_Taiwan_2020,OQ557966.1,Taiwan,2020,Cluster 6,-0.11940208307058531,0.17945136823529317
OQ557965.1_Taiwan_2021,OQ557965.1,Taiwan,2021,Cluster 6,-0.09749929057491968,0.4130117374377016
OQ557964.1_Taiwan_2021,OQ557964.1,Taiwan,2021,Cluster 6,-0.09749929057491968,0.4130117374377016
OQ557963.1_Taiwan_2021,OQ557963.1,Taiwan,2021,Cluster 6,-0.06722934030788386,0.3051467336391197
OQ557962.1_Taiwan_2021,OQ557962.1,Taiwan,2021,Cluster 6,-0.04112537761889495,0.30197011046624056
OQ557961.1_Taiwan_2021,OQ557961.1,Taiwan,2021,Cluster 6,-0.5214364965400288,0.45664631429423413
OQ557960.1_Taiwan_2021,OQ557960.1,Taiwan,2021,Cluster 6,-0.5214364965400288,0.45664631429423413
ON376262.1_Poland_2017,ON376262.1,Poland,2017,Cluster 3,0.8962102339336833,0.15249538577819588
ON376261.1_Poland_2016,ON376261.1,Poland,2016,Cluster 3,1.13316261068709,0.29999407754191054
ON376260.1_Poland_2015,ON376260.1,Poland,2015,Cluster 3,1.5566965415864702,0.1406752843073712
ON376259.1_Poland_2016,ON376259.1,Poland,2016,Cluster 3,1.490603068163952,0.2010215601923654
ON376258.1_Poland_2018,ON376258.1,Poland,2018,Cluster 3,1.2152045371814508,0.058457840802349
ON376257.1_Poland_2015,ON376257.1,Poland,2015,Cluster 6,1.4722494444752297,0.4881436681653215
ON376256.1_Poland_2017,ON376256.1,Poland,2017,Cluster 3,0.9875313777283016,-0.023809802139527166
ON376255.1_Poland_2018,ON376255.1,Poland,2018,Cluster 2,-1.7896274945738793,0.4086094212186178
ON376254.1_Poland_2017,ON376254.1,Poland,2017,Cluster 2,-1.8200753014039368,0.39586986014235587
ON376253.1_Poland_2016,ON376253.1,Poland,2016,Cluster 2,-1.734504618948816,0.3879953747323088
ON376252.1_Poland_2016,ON376252.1,Poland,2016,Cluster 3,1.3726877190185907,0.33679134875635863
ON376251.1_Poland_2017,ON376251.1,Poland,2017,Cluster 2,-1.2415437592791045,0.14680024604491076
ON376250.1_Poland_2017,ON376250.1,Poland,2017,Cluster 2,-1.2314333859606772,0.06890252784773644
ON376249.1_Poland_2017,ON376249.1,Poland,2017,Cluster 3,1.3782141023430523,-0.07507692527822361
ON376248.1_Poland_2017,ON376248.1,Poland,2017,Cluster 3,1.2616037841850647,0.36211596381046895
ON376247.1_Poland_2016,ON376247.1,Poland,2016,Cluster 6,1.3744254792207784,-0.030950053178708598
ON376246.1_Poland_2016,ON376246.1,Poland,2016,Cluster 6,1.3055178801035257,0.4291697702283073
OR059205.1_Vietnam_2022,OR059205.1,Vietnam,2022,Cluster 2,-2.0958347472889365,-0.6673603865027782
OQ533864.1_Poland_2021,OQ533864.1,Poland,2021,Cluster 3,1.4384024330402743,0.07008731580044114
OQ533865.1_Poland_2021,OQ533865.1,Poland,2021,Cluster 3,1.0209863588101653,-0.14399310648429467
OQ533866.1_Poland_2021,OQ533866.1,Poland,2021,Cluster 3,1.0987510901392634,0.06975339814858354
OQ533867.1_Poland_2021,OQ533867.1,Poland,2021,Cluster 3,0.8473663064577733,0.18014781003601665
OQ533868.1_Poland_2021,OQ533868.1,Poland,2021,Cluster 3,1.3147183933558788,0.36542611782391005
OQ533869.1_Poland_2021,OQ533869.1,Poland,2021,Cluster 3,1.3562503452752313,0.2242923094362227
OQ533870.1_Poland_2021,OQ533870.1,Poland,2021,Cluster 3,1.3336981269951007,0.3432039995913628
OQ533871.1_Poland_2021,OQ533871.1,Poland,2021,Cluster 3,1.390856397969341,0.1632758387906717
OQ533873.1_Poland_2021,OQ533873.1,Poland,2021,Cluster 3,1.2332969909303997,0.2951284404396937
OQ533872.1_Poland_2021,OQ533872.1,Poland,2021,Cluster 3,1.6907799899698366,-0.0866174413863295
MG372488.1_China_2006,MG372488.1,China,2006,Cluster 7,2.2743607904644447,-6.529746292959038
MK814116.1_China_2006,MK814116.1,China,2006,Cluster 6,-0.911253370238358,0.18533486711692612
MG250178.1_China_2009,MG250178.1,China,2009,Cluster 1,1.4391168113413304,-0.42190962493802897
MG250177.1_China_2009,MG250177.1,China,2009,Cluster 2,-1.8966560105099013,0.03721036222780144
MW582507.1_China_2011,MW582507.1,China,2011,Cluster 2,-1.7938067399326534,-0.038841728199049956
MK814114.1_China_2013,MK814114.1,China,2013,Cluster 6,-0.9466530050949442,-0.48765302508761116
MG372489.1_China_2013,MG372489.1,China,2013,Cluster 3,1.235329475843778,-0.005672751867244741
MF589104.1_China_2015,MF589104.1,China,2015,Cluster 2,-1.7920830742246185,0.3115036202170744
MH410562.1_China_2015,MH410562.1,China,2015,Cluster 6,-0.16388398737333396,0.44833203350126616
MK347417.1_China_2015,MK347417.1,China,2015,Cluster 6,0.3744555091804187,0.5616852287936138
MF318452.1_China_2015,MF318452.1,China,2015,Cluster 3,1.4677001297152994,0.1595243876141386
MF318450.1_China_2015,MF318450.1,China,2015,Cluster 3,1.3894757512608897,0.0418722921670066
MN790776.1_China_2016,MN790776.1,China,2016,Cluster 6,0.7342352839594974,0.19048460798396427
MN790774.1_China_2016,MN790774.1,China,2016,Cluster 6,0.7678900830097485,0.18933486549750628
KY418606.2_China_2016,KY418606.2,China,2016,Cluster 2,-1.9281151534601162,0.2971171748749566
MF069116.1_China_2016,MF069116.1,China,2016,Cluster 2,-1.9195893898155796,0.33200370634705245
MF589105.1_China_2016,MF589105.1,China,2016,Cluster 2,-1.8595088278754923,-0.03650162873759591
KY354038.1_China_2016,KY354038.1,China,2016,Cluster 6,0.9261872146759954,0.3842849760745445
MH107163.1_China_2016,MH107163.1,China,2016,Cluster 2,-2.011916337700717,0.4589888556076542
MH107161.1_China_2016,MH107161.1,China,2016,Cluster 2,-2.012083346392217,0.4025776660719031
MG372491.1_China_2016,MG372491.1,China,2016,Cluster 1,1.4140109767055955,-0.14349451247360512
MG372484.1_China_2016,MG372484.1,China,2016,Cluster 1,1.5512043544773773,-0.22731530648547402
KY075994.1_China_2016,KY075994.1,China,2016,Cluster 6,1.675842712764077,0.2944607738888728
KY075992.1_China_2016,KY075992.1,China,2016,Cluster 6,1.651071181202379,0.3357743161055434
KY075986.1_China_2016,KY075986.1,China,2016,Cluster 1,1.5351715966842052,-0.06678717155950183
MK142771.1_China_2016,MK142771.1,China,2016,Cluster 6,0.7784138624806703,0.26441286458862834
MH410563.1_China_2016,MH410563.1,China,2016,Cluster 6,0.9324980741396036,0.3173079936553291
KY753912.1_China_2016,KY753912.1,China,2016,Cluster 6,0.7756079839066492,0.26618963941960105
MZ667331.1_China_2016,MZ667331.1,China,2016,Cluster 6,0.9231210531593361,0.4235172621014125
MN788151.1_China_2016,MN788151.1,China,2016,Cluster 3,1.4735878479665434,0.29665330857471167
MN788131.1_China_2016,MN788131.1,China,2016,Cluster 6,1.3322488058826252,0.3614122226441359
MG860486.1_China_2016,MG860486.1,China,2016,Cluster 2,-2.037953604011305,0.16366551606633478
MG564175.1_China_2016,MG564175.1,China,2016,Cluster 2,-1.692111116895039,0.43122393316423135
MW582515.1_China_2016,MW582515.1,China,2016,Cluster 2,-2.037953604011305,0.16366551606633478
MF318453.1_China_2016,MF318453.1,China,2016,Cluster 3,1.4112190873102075,0.1614788661675893
MH367845.1_China_2017,MH367845.1,China,2017,Cluster 2,-1.9195893898155796,0.33200370634705245
MH367849.1_China_2017,MH367849.1,China,2017,Cluster 2,-1.9229734253997082,0.3267246699539774
KY865243.1_China_2017,KY865243.1,China,2017,Cluster 2,-1.5423424358757787,-0.05181065876890935
MF084994.1_China_2017,MF084994.1,China,2017,Cluster 1,1.6590370108077674,-0.6897664311097897
MG902939.1_China_2017,MG902939.1,China,2017,Cluster 2,-1.8289079637907557,0.5867481212348963
MG902942.1_China_2017,MG902942.1,China,2017,Cluster 2,-1.8440833260788936,0.4741615244096965
MT473944.1_China_2017,MT473944.1,China,2017,Cluster 6,0.7033760146703927,0.2593913171638536
MZ934695.1_China_2017,MZ934695.1,China,2017,Cluster 6,0.5215670302720457,-1.9536947089947925
KY354039.1_China_2017,KY354039.1,China,2017,Cluster 6,0.9261872146759954,0.3842849760745445
KY075992.1_China_2017,KY075992.1,China,2017,Cluster 6,1.651071181202379,0.3357743161055434
MG250180.1_China_2017,MG250180.1,China,2017,Cluster 2,-1.8024873848993639,0.19340884868116867
MG868942.1_China_2017,MG868942.1,China,2017,Cluster 6,1.4851318149081758,0.2609907772032704
MF069116.1_China_2017,MF069116.1,China,2017,Cluster 2,-1.9195893898155796,0.33200370634705245
MF405274.1_China_2017,MF405274.1,China,2017,Cluster 2,-1.7387645122583475,0.4777329942519877
MK580467.1_China_2017,MK580467.1,China,2017,Cluster 2,-1.9147484896190026,0.448711877898117
MG897487.1_China_2017,MG897487.1,China,2017,Cluster 2,-1.7472902759028848,0.4428464627798919
MF405272.1_China_2017,MF405272.1,China,2017,Cluster 2,-1.741101355455608,0.46747663680249674
MH491026.1_China_2017,MH491026.1,China,2017,Cluster 2,-1.8697969318460341,0.2488748726642017
MG253679.1_China_2017,MG253679.1,China,2017,Cluster 2,-1.6935885081611153,0.2903203384094428
MK178286.1_China_2017,MK178286.1,China,2017,Cluster 1,1.5678253158522744,0.005370115018655949
MF677838.1_China_2017,MF677838.1,China,2017,Cluster 6,-0.6266686343622314,-0.10942208968460529
KY418606.2_China_2017,KY418606.2,China,2017,Cluster 2,-1.9281151534601162,0.2971171748749566
MN067896.1_China_2017,MN067896.1,China,2017,Cluster 6,0.9836610777401534,0.47425169748459683
MH177453.1_China_2017,MH177453.1,China,2017,Cluster 6,0.9284166126454939,0.38808690163551984
MN788145.1_China_2017,MN788145.1,China,2017,Cluster 2,-0.47709886859926554,0.47625653444576205
MN788126.1_China_2017,MN788126.1,China,2017,Cluster 1,0.8902839241706694,-0.465763918110996
MH184538.1_China_2017,MH184538.1,China,2017,Cluster 6,0.19364280073381085,0.5283508887797567
MH184539.1_China_2017,MH184539.1,China,2017,Cluster 6,1.4878492440794293,0.263814850710669
MH184533.1_China_2017,MH184533.1,China,2017,Cluster 2,-2.066606077689648,0.17185497772307706
MH184536.1_China_2017,MH184536.1,China,2017,Cluster 6,0.19828781650737357,0.48624880385511693
MH916636.1_China_2017,MH916636.1,China,2017,Cluster 2,-1.7746374325753775,0.45324693561947815
MG696866.1_China_2017,MG696866.1,China,2017,Cluster 6,0.3445584830367793,0.5767903130792486
KY421348.1_China_2017,KY421348.1,China,2017,Cluster 2,-2.0628584725696317,0.2018570798960894
MF589106.1_China_2017,MF589106.1,China,2017,Cluster 2,-1.876710027589972,0.31816112588733847
MF589102.1_China_2017,MF589102.1,China,2017,Cluster 6,1.0715114698422719,-0.230267664772878
MG868943.1_China_2017,MG868943.1,China,2017,Cluster 6,1.2387734119366334,0.493086479488226
MG250185.1_China_2017,MG250185.1,China,2017,Cluster 6,0.11808461846338153,0.409367983001669
MG250181.1_China_2017,MG250181.1,China,2017,Cluster 6,1.478006904304319,-0.07910012861047303
KY075988.1_China_2017,KY075988.1,China,2017,Cluster 1,1.5347129150281704,-0.221934193457612
ON989005.1_China_2017,ON989005.1,China,2017,Cluster 1,1.55531737744757,-0.12114301281524341
MT582238.1_China_2018,MT582238.1,China,2018,Cluster 6,1.0151504794588324,0.2823223960937217
MH491030.1_China_2018,MH491030.1,China,2018,Cluster 2,-1.8971481227345766,0.15987488099245747
MH823220.1_China_2018,MH823220.1,China,2018,Cluster 2,-1.7216761467862536,0.18556709930118037
MH491021.1_China_2018,MH491021.1,China,2018,Cluster 2,-1.9195893898155796,0.33200370634705245
MK178321.1_China_2018,MK178321.1,China,2018,Cluster 2,-1.8128899774387905,0.4228951567851893
MK178314.1_China_2018,MK178314.1,China,2018,Cluster 3,1.470875956867903,0.26180049051043774
MK178307.1_China_2018,MK178307.1,China,2018,Cluster 3,1.5677835424918003,0.3639566296461235
MK178280.1_China_2018,MK178280.1,China,2018,Cluster 1,1.560652571438001,-0.39899868589575593
MW757323.1_China_2018,MW757323.1,China,2018,Cluster 2,-0.6514601048094825,0.08638459725759673
MG250184.1_China_2018,MG250184.1,China,2018,Cluster 2,-1.9749726466845374,-0.1582524423734522
MK746103.1_China_2018,MK746103.1,China,2018,Cluster 1,0.7812515660390195,0.13983996834819212
MT582235.1_China_2018,MT582235.1,China,2018,Cluster 2,-0.7499269691502075,0.4530605681080842
MH491017.1_China_2018,MH491017.1,China,2018,Cluster 2,-1.9260906701332832,0.2221781043846595
MK178317.1_China_2018,MK178317.1,China,2018,Cluster 3,0.246598039409653,0.33464135304756254
OR503035.1_China_2018,OR503035.1,China,2018,Cluster 6,1.0763946556406743,0.2575344859978643
MW757320.1_China_2018,MW757320.1,China,2018,Cluster 2,-1.7319187726462086,0.12550116872864578
MG250184.1_China_1996,MG250184.1,China,1996,Cluster 2,-1.9749726466845374,-0.1582524423734522
MH121060.1_China_2018,MH121060.1,China,2018,Cluster 3,1.2638123791125846,0.2171942895148415
MG650176.1_China_1996,MG650176.1,China,1996,Cluster 6,1.2513102120193165,-0.11314029491749648
MG650175.1_China_1996,MG650175.1,China,1996,Cluster 6,0.7568648765336281,-0.018296775558463547
MG650174.1_China_1998,MG650174.1,China,1998,Cluster 6,0.7155147365832343,-0.10679864770774462
MG650173.1_China_1998,MG650173.1,China,1998,Cluster 6,0.7080495427030472,-0.29788611741264936
MG650172.1_China_1998,MG650172.1,China,1998,Cluster 1,1.3114362947231666,-0.6157213296287736
MT582240.1_China_2019,MT582240.1,China,2019,Cluster 6,-0.0847922208614399,-0.03288227147187468
MN848606.1_China_2019,MN848606.1,China,2019,Cluster 6,-1.0241007935306732,0.3217694495087289
MN848595.1_China_2019,MN848595.1,China,2019,Cluster 1,1.4243360581373952,-0.06361259856611264
MN848591.1_China_2019,MN848591.1,China,2019,Cluster 1,0.14732651690629714,0.05818693550260166
PP196470.1_China_2019,PP196470.1,China,2019,Cluster 2,-1.9084997118779907,0.36562732687703187
MN788132.1_China_2019,MN788132.1,China,2019,Cluster 2,-0.7490297539409713,0.42101236366709693
